Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Mixed island systems,1480.0,0.461,Papuan,13,5.0,501,1282.0,0.011,01,-7.45764112472534,131.074699401855
Tundra communities,393.0,0.45,Greenland Tundra,09,1.0,116,104.0,0.011,16,62.5337390899658,-42.2107524871826
Mixed island systems,1617.0,0.58,Central Polynesian,13,5.0,505,1056.0,0.011,05,-14.3105306625366,-170.698081970215
Sub-tropical / Temperate rain forests / Woodlands,1829.0,0.403,Valdivian Forest,02,8.0,810,1474.0,0.011,10,-44.8407115936279,-75.0864295959473
Sub-tropical / Temperate rain forests / Woodlands,1834.0,0.425,Valdivian Forest,02,8.0,810,1482.0,0.011,10,-45.2224044799805,-74.3424110412598
Temperate needle-leaf forests / Woodlands,427.0,0.627,West Eurasian Taiga,03,2.0,203,1722.0,0.011,03,60.6568756103516,5.02115058898926
Mixed island systems,996.0,0.5,Greater Antillean,13,8.0,840,744.0,0.011,40,18.1528282165527,-68.6764678955078
Sub-tropical / Temperate rain forests / Woodlands,1820.0,0.514,Valdivian Forest,02,8.0,810,1466.0,0.011,10,-44.5518569946289,-74.2481231689453
Tundra communities,102.0,0.674,Arctic Desert and Icecap,09,1.0,117,118.0,0.011,17,78.1135101318359,-19.0273380279541
Sub-tropical / Temperate rain forests / Woodlands,1877.0,0.493,Chilean Nothofagus,02,8.0,811,1519.0,0.011,11,-48.435718536377,-74.1390419006348
Mixed mountain systems,499.0,0.463,Scottish Highlands,12,2.0,231,491.0,0.011,31,57.4416065216064,-7.30542993545532
Sub-tropical / Temperate rain forests / Woodlands,1917.0,0.413,Chilean Nothofagus,02,8.0,811,1555.0,0.011,11,-51.3100662231445,-73.8358993530273
Mixed island systems,1506.0,0.388,Lesser Sunda Islands,13,4.0,423,1975.0,0.011,23,-8.20087909698486,119.073448181152
Tropical humid forests,1318.0,0.41,Madeiran,01,8.0,806,1944.0,0.011,06,-0.78441196680069,-50.902925491333
Sub-tropical / Temperate rain forests / Woodlands,1826.0,0.421,Valdivian Forest,02,8.0,810,1471.0,0.011,10,-44.7865371704102,-73.6781120300293
Tropical humid forests,1303.0,0.521,Madeiran,01,8.0,806,1932.0,0.011,06,-0.467899858951569,-50.9895935058594
Sub-tropical / Temperate rain forests / Woodlands,670.0,0.892,Oregonian,02,1.0,102,451.0,0.011,02,48.9762592315674,-123.507034301758
Tundra communities,550.0,0.66,Aleutian Islands,09,1.0,112,378.0,0.011,12,55.1361427307129,-159.581840515137
Tropical humid forests,1156.0,0.673,Guyanan,01,8.0,804,1871.0,0.011,04,8.99319696426392,-60.9758224487305
Tropical humid forests,1162.0,0.578,Guyanan,01,8.0,804,1875.0,0.011,04,8.68945837020874,-61.0454082489014
Tropical humid forests,1267.0,0.431,Madeiran,01,8.0,806,1893.0,0.011,06,0.991429805755615,-50.0106105804443
Mixed island systems,763.0,0.452,Macaronesian Islands,13,2.0,240,528.0,0.011,40,36.9724674224854,-25.1059913635254
Tropical dry forests / Woodlands,871.0,0.739,Sinaloan,04,8.0,813,676.0,0.011,13,25.9390707015991,-111.149528503418
Tundra communities,139.0,0.998,Arctic Desert,09,2.0,225,1684.0,0.011,25,76.1587944030762,60.2427463531494
Sub-tropical / Temperate rain forests / Woodlands,1793.0,0.618,Valdivian Forest,02,8.0,810,1444.0,0.011,10,-42.4629611968994,-73.5319442749023
Tropical humid forests,974.0,0.493,Burman Rainforest,01,4.0,404,875.0,0.011,04,19.8462800979614,93.4696388244629
Tundra communities,140.0,0.502,Arctic Desert,09,2.0,225,329.0,0.011,25,76.0983963012695,140.958984375
Mixed island systems,1178.0,0.437,Andaman and Nicobar Islands,13,4.0,420,915.0,0.011,20,7.33037161827087,93.6660690307617
Sub-tropical / Temperate rain forests / Woodlands,1797.0,0.574,Tasmanian,02,6.0,602,1647.0,0.011,02,-43.1637592315674,147.36344909668
Mixed island systems,1198.0,0.513,Sumatra,13,4.0,421,923.0,0.011,21,5.84458255767822,95.2962684631348
Tropical humid forests,1554.0,0.397,Queensland Coastal,01,6.0,601,1319.0,0.011,01,-10.2004203796387,142.270698547363
Mixed island systems,1197.0,0.554,Borneo,13,4.0,425,921.0,0.012,25,6.68860960006714,117.429203033447
Tundra communities,343.0,0.621,Arctic Archipelago,09,1.0,115,67.0,0.012,15,65.8314552307129,-83.4344444274902
Sub-tropical / Temperate rain forests / Woodlands,1795.0,0.618,Tasmanian,02,6.0,602,2014.0,0.012,02,-42.6595897674561,148.091201782227
Tundra communities,326.0,0.611,Canadian Tundra,09,1.0,114,46.0,0.012,14,68.0365905761719,-109.423496246338
Tundra communities,324.0,0.755,Canadian Tundra,09,1.0,114,45.0,0.012,14,68.0825653076172,-110.0583152771
Temperate needle-leaf forests / Woodlands,351.0,0.58,West Eurasian Taiga,03,2.0,203,199.0,0.012,03,65.0855369567871,11.8694276809692
Mixed island systems,1030.0,0.419,Lesser Antillean,13,8.0,841,765.0,0.012,41,15.9455876350403,-61.2594013214111
Mixed island systems,1507.0,0.487,Lesser Sunda Islands,13,4.0,423,1299.0,0.012,23,-8.22583389282227,125.571849822998
Sub-tropical / Temperate rain forests / Woodlands,1814.0,0.493,Valdivian Forest,02,8.0,810,1462.0,0.012,10,-44.3839092254639,-74.0168762207031
Temperate broad-leaf forests,735.0,0.645,Oriental Deciduous Forest,05,2.0,215,615.0,0.012,15,39.4211483001709,121.348510742188
Sub-tropical / Temperate rain forests / Woodlands,1824.0,0.512,Valdivian Forest,02,8.0,810,1468.0,0.012,10,-44.6566638946533,-74.5626754760742
Mixed island systems,1470.0,0.461,Lesser Sunda Islands,13,4.0,423,1275.0,0.012,23,-7.08516454696655,120.701648712158
Sub-tropical / Temperate rain forests / Woodlands,1828.0,0.518,Valdivian Forest,02,8.0,810,1472.0,0.012,10,-44.8122310638428,-74.0703201293945
Temperate broad-leaf forests,770.0,1.473,Austroriparian,05,1.0,106,480.0,0.012,06,35.4840469360352,-75.5811805725098
Sub-tropical / Temperate rain forests / Woodlands,1853.0,0.432,Valdivian Forest,02,8.0,810,1498.0,0.012,10,-45.9628639221191,-73.7521095275879
Temperate needle-leaf forests / Woodlands,437.0,0.566,West Eurasian Taiga,03,2.0,203,1732.0,0.012,03,60.4693775177002,5.09545016288757
Tropical dry forests / Woodlands,955.0,0.451,Sinaloan,04,8.0,813,687.0,0.012,13,21.4647388458252,-106.418495178223
Tundra communities,455.0,0.451,Greenland Tundra,09,1.0,116,1750.0,0.012,16,59.9696826934814,-43.4265193939209
Mixed island systems,1404.0,0.593,Papuan,13,5.0,501,1220.0,0.012,01,-3.55932295322418,128.64134979248
Evergreen Sclerophyllous forests,1770.0,0.589,Eastern Sclerophyll,06,6.0,606,1644.0,0.012,06,-38.5083389282227,145.240348815918
Sub-tropical / Temperate rain forests / Woodlands,1881.0,0.518,Chilean Nothofagus,02,8.0,811,1524.0,0.012,11,-48.687183380127,-74.9358940124512
Tundra communities,517.0,0.628,Alaskan Tundra,09,1.0,113,373.0,0.012,13,56.5727481842041,-169.632255554199
Mixed mountain systems,521.0,0.581,Scottish Highlands,12,2.0,231,499.0,0.012,31,56.4915084838867,-6.8708610534668
Tropical grasslands / Savannas,1334.0,0.441,Babacu,10,8.0,829,1096.0,0.012,29,-1.33116567134857,-44.9469585418701
Mixed island systems,1333.0,0.435,Galapagos Islands,13,8.0,844,1961.0,0.012,44,-1.28644901514053,-90.4455680847168
Sub-tropical / Temperate rain forests / Woodlands,1927.0,0.48,Chilean Nothofagus,02,8.0,811,1562.0,0.012,11,-51.7385101318359,-73.8576698303223
Sub-tropical / Temperate rain forests / Woodlands,1937.0,0.551,Chilean Nothofagus,02,8.0,811,1569.0,0.012,11,-51.9913635253906,-74.6070404052734
Mixed island systems,1669.0,0.478,East Melanesian,13,5.0,507,1411.0,0.012,07,-18.0286197662354,179.299545288086
Mixed island systems,1676.0,0.502,Central Polynesian,13,5.0,505,1063.0,0.012,05,-18.637583732605,-173.986968994141
Tundra communities,195.0,1.291,Higharctic Tundra,09,2.0,226,338.0,0.012,26,73.5085029602051,127.707805633545
Mixed island systems,1698.0,0.424,East Melanesian,13,5.0,507,1413.0,0.012,07,-20.1970901489258,169.814643859863
Temperate broad-leaf forests,539.0,0.444,Middle European Forest,05,2.0,211,534.0,0.012,11,55.6145877838135,12.5949354171753
Temperate needle-leaf forests / Woodlands,572.0,0.537,East Siberian Taiga,03,2.0,204,604.0,0.012,04,54.4353485107422,137.81982421875
Sub-tropical / Temperate rain forests / Woodlands,1965.0,0.618,Chilean Nothofagus,02,8.0,811,1595.0,0.012,11,-53.518310546875,-73.7871055603027
Tundra communities,228.0,0.615,Higharctic Tundra,09,2.0,226,355.0,0.012,26,71.9614524841309,127.035007476807
Tundra communities,1978.0,0.596,Insulantarctica,09,7.0,704,1607.0,0.012,04,-54.368480682373,-72.4171257019043
Mixed island systems,1726.0,0.419,New Caledonian,13,5.0,506,1425.0,0.012,06,-22.6073656082153,167.484802246094
Mixed island systems,886.0,0.532,Taiwan,13,4.0,427,969.0,0.012,27,24.7887477874756,125.350582122803
Mixed island systems,1005.0,0.636,Lesser Antillean,13,8.0,841,755.0,0.013,41,17.6202259063721,-61.7998027801514
Warm deserts / semi-deserts,976.0,0.571,Western Sahel,07,3.0,312,813.0,0.013,12,19.7547760009766,-16.4406681060791
Sub-tropical / Temperate rain forests / Woodlands,1995.0,0.521,Chilean Nothofagus,02,8.0,811,1621.0,0.013,11,-55.222526550293,-66.5330085754395
Sub-tropical / Temperate rain forests / Woodlands,1974.0,0.508,Chilean Nothofagus,02,8.0,811,1600.0,0.013,11,-54.1032428741455,-70.3920402526855
Mixed island systems,1177.0,0.558,Philippines,13,4.0,426,1021.0,0.013,26,7.35922050476074,122.866619110107
Tundra communities,39.0,0.968,Arctic Desert,09,2.0,225,151.0,0.013,25,80.7253074645996,20.755802154541
Tundra communities,536.0,0.507,Aleutian Islands,09,1.0,112,376.0,0.013,12,55.8402919769287,-155.643661499023
Mixed island systems,904.0,0.753,Bahamas-Bermudean,13,8.0,838,708.0,0.013,38,23.5722980499268,-75.8837890625
Mixed island systems,1332.0,0.547,Papuan,13,5.0,501,1959.0,0.013,01,-1.22612655162811,127.573753356934
Tundra communities,73.0,0.818,Arctic Desert,09,2.0,225,304.0,0.013,25,79.9987297058105,94.1208457946777
Mixed island systems,1655.0,0.463,Southeastern Polynesian,13,5.0,504,1059.0,0.013,04,-16.8230762481689,-151.420654296875
Tundra communities,80.0,0.764,Arctic Desert,09,2.0,225,310.0,0.013,25,79.4053268432617,92.7686882019043
Tundra communities,504.0,0.595,Alaskan Tundra,09,1.0,113,370.0,0.013,13,57.1700878143311,-170.274978637695
Sub-tropical / Temperate rain forests / Woodlands,1878.0,0.514,Chilean Nothofagus,02,8.0,811,1520.0,0.013,11,-48.4630393981934,-74.4049263000488
Tropical dry forests / Woodlands,1619.0,0.563,Northern Coastal,04,6.0,603,1343.0,0.013,03,-14.5333352088928,125.146350860596
Tropical dry forests / Woodlands,1112.0,0.506,Venezuelan Dry Forest,04,8.0,817,780.0,0.013,17,10.9230031967163,-65.3066558837891
Mixed island systems,1394.0,0.47,Papuan,13,5.0,501,1366.0,0.013,01,-3.13250041007996,152.596748352051
Mixed island systems,1408.0,0.46,Papuan,13,5.0,501,1221.0,0.013,01,-3.5804386138916,128.481895446777
Mixed island systems,1582.0,0.476,Papuan,13,5.0,501,1398.0,0.013,01,-11.6363906860352,166.836448669434
Mixed island systems,1450.0,0.445,Java,13,4.0,422,1163.0,0.013,22,-5.79212880134583,112.658748626709
Mixed mountain systems,401.0,0.868,Scottish Highlands,12,2.0,231,145.0,0.013,31,62.2611141204834,-6.4900074005127
Temperate needle-leaf forests / Woodlands,389.0,0.58,West Eurasian Taiga,03,2.0,203,222.0,0.013,03,62.6959419250488,6.78040528297424
Temperate grasslands,827.0,0.882,Grasslands,11,1.0,118,1831.0,0.013,18,29.2270240783691,-94.9330749511719
Mixed island systems,1010.0,0.636,Lesser Antillean,13,8.0,841,759.0,0.013,41,17.3070421218872,-62.7431449890137
Sub-tropical / Temperate rain forests / Woodlands,1819.0,0.714,Valdivian Forest,02,8.0,810,1465.0,0.013,10,-44.4974708557129,-74.0510368347168
Mixed island systems,1540.0,0.49,Papuan,13,5.0,501,1392.0,0.013,01,-9.1601676940918,160.345344543457
Mixed island systems,1529.0,0.433,Java,13,4.0,422,1182.0,0.013,22,-8.73680782318115,115.544700622559
Mixed island systems,1428.0,0.643,Seychelles and Amirantes Islands,13,4.0,416,1137.0,0.014,16,-4.67237949371338,55.5038814544678
Mixed island systems,1701.0,0.894,New Caledonian,13,5.0,506,1417.0,0.014,06,-20.5476446151733,166.578453063965
Mixed island systems,983.0,0.465,Revilla Gigedo Island,13,8.0,842,691.0,0.014,42,18.7911176681519,-110.988212585449
Sub-tropical / Temperate rain forests / Woodlands,1994.0,0.606,Chilean Nothofagus,02,8.0,811,1619.0,0.014,11,-55.0539474487305,-66.935230255127
Tropical humid forests,945.0,0.647,South Chinese Rainforest,01,4.0,406,871.0,0.014,06,21.6740436553955,112.78540802002
Sub-tropical / Temperate rain forests / Woodlands,1802.0,0.466,Valdivian Forest,02,8.0,810,1450.0,0.014,10,-43.9507274627686,-73.2173156738281
Mixed island systems,1048.0,0.622,Philippines,13,4.0,426,1851.0,0.014,26,13.7748584747314,120.188938140869
Sub-tropical / Temperate rain forests / Woodlands,1799.0,0.529,Valdivian Forest,02,8.0,810,1448.0,0.014,10,-43.5796337127686,-74.7488441467285
Mixed island systems,1483.0,0.462,Lesser Sunda Islands,13,4.0,423,1284.0,0.014,23,-7.58456659317017,127.418449401855
Tundra communities,226.0,0.618,Higharctic Tundra,09,2.0,226,351.0,0.014,26,72.2729415893555,126.613098144531
Tundra communities,640.0,0.548,Aleutian Islands,09,1.0,112,402.0,0.014,12,51.7886047363281,-176.33715057373
Tropical humid forests,1727.0,0.647,Serro Do Mar,01,8.0,807,1121.0,0.014,07,-23.1577968597412,-44.2282733917236
Temperate broad-leaf forests,722.0,0.677,Eastern Forest,05,1.0,105,477.0,0.014,05,41.3148231506348,-70.0939598083496
Tropical humid forests,1284.0,0.54,Madeiran,01,8.0,806,1911.0,0.014,06,0.0101376306265593,-50.8186168670654
Temperate needle-leaf forests / Woodlands,666.0,0.861,Canadian Taiga,03,1.0,104,485.0,0.014,04,49.5712203979492,-54.7102317810059
Sub-tropical / Temperate rain forests / Woodlands,1837.0,0.522,Valdivian Forest,02,8.0,810,1484.0,0.014,10,-45.3381977081299,-74.4206008911133
Mixed mountain systems,508.0,0.496,Scottish Highlands,12,2.0,231,497.0,0.014,31,56.9923133850098,-6.34823441505432
Mixed island systems,1299.0,0.484,Sulawesi (Celebes),13,4.0,424,1957.0,0.014,24,-0.374583393335342,121.952548980713
Mixed island systems,1004.0,0.687,Lesser Antillean,13,8.0,841,754.0,0.014,41,17.7231359481812,-64.743278503418
Temperate needle-leaf forests / Woodlands,703.0,0.507,Canadian Taiga,03,1.0,104,472.0,0.014,04,44.7063694000244,-66.8236045837402
Mixed island systems,1401.0,0.572,Borneo,13,4.0,425,1158.0,0.014,25,-3.51569497585297,116.373001098633
Tundra communities,52.0,0.762,Arctic Desert,09,2.0,225,249.0,0.014,25,80.4066772460938,55.1641521453857
Mixed island systems,899.0,0.502,Bahamas-Bermudean,13,8.0,838,705.0,0.014,38,24.0438623428345,-74.4894676208496
Mixed mountain systems,535.0,0.574,Scottish Highlands,12,2.0,231,505.0,0.014,31,55.8200054168701,-5.10756731033325
Tropical dry forests / Woodlands,1631.0,0.639,Northern Coastal,04,6.0,603,1352.0,0.014,03,-15.3423647880554,124.540649414062
Warm deserts / semi-deserts,1366.0,0.61,Somalian,07,3.0,314,1133.0,0.014,14,-2.12165594100952,41.0830001831055
Sub-tropical / Temperate rain forests / Woodlands,1899.0,0.578,Chilean Nothofagus,02,8.0,811,1542.0,0.014,11,-50.422679901123,-74.6632804870605
Sub-tropical / Temperate rain forests / Woodlands,1904.0,0.556,Chilean Nothofagus,02,8.0,811,1545.0,0.014,11,-50.7297420501709,-75.0472946166992
Tundra communities,280.0,0.514,Higharctic Tundra,09,2.0,226,362.0,0.014,26,69.6020240783691,161.748649597168
Sub-tropical / Temperate rain forests / Woodlands,1921.0,0.489,Chilean Nothofagus,02,8.0,811,1557.0,0.014,11,-51.3651733398438,-74.1872711181641
Tropical humid forests,1744.0,0.723,Queensland Coastal,01,6.0,601,1430.0,0.014,01,-27.180139541626,153.411193847656
Mixed island systems,1565.0,0.68,Papuan,13,5.0,501,1395.0,0.014,01,-10.6591701507568,152.714256286621
Mixed island systems,1745.0,0.537,Southeastern Polynesian,13,5.0,504,1084.0,0.015,04,-27.1259860992432,-109.34008026123
Tundra communities,1919.0,0.888,Insulantarctica,09,7.0,704,2017.0,0.015,04,-51.3331203460693,-60.1657619476318
Tundra communities,76.0,0.957,Arctic Desert,09,2.0,225,160.0,0.015,25,79.6813659667969,10.8899054527283
Tundra communities,65.0,0.804,Arctic Desert,09,2.0,225,158.0,0.015,25,80.1353874206543,27.8715343475342
Tundra communities,193.0,0.636,Higharctic Tundra,09,2.0,226,337.0,0.015,26,73.5797996520996,125.738460540771
Tundra communities,290.0,0.699,Higharctic Tundra,09,2.0,226,301.0,0.015,26,69.4045753479004,67.1020164489746
Tropical humid forests,902.0,0.706,South Chinese Rainforest,01,4.0,406,861.0,0.015,06,23.6668167114258,117.416904449463
Mixed island systems,973.0,0.702,Greater Antillean,13,8.0,840,734.0,0.015,40,20.0386438369751,-72.7881240844727
Sub-tropical / Temperate rain forests / Woodlands,1785.0,0.748,Neozealandia,02,7.0,701,1657.0,0.015,01,-40.8133506774902,173.867050170898
Tundra communities,54.0,1.027,Arctic Desert,09,2.0,225,248.0,0.015,25,80.4045867919922,56.0520172119141
Mixed island systems,1305.0,0.659,Papuan,13,5.0,501,1934.0,0.015,01,-0.473274186253548,130.576904296875
Tundra communities,307.0,1.285,Lowarctic Tundra,09,2.0,227,266.0,0.015,27,68.7803955078125,57.6023750305176
Temperate needle-leaf forests / Woodlands,346.0,0.561,West Eurasian Taiga,03,2.0,203,195.0,0.015,03,65.6481437683105,11.8766446113586
Temperate needle-leaf forests / Woodlands,419.0,0.641,West Eurasian Taiga,03,2.0,203,229.0,0.015,03,61.1130905151367,4.88739943504333
Mixed island systems,1285.0,0.768,Papuan,13,5.0,501,1915.0,0.015,01,-0.0953394509851933,129.430351257324
Mixed island systems,885.0,0.648,Bahamas-Bermudean,13,8.0,838,699.0,0.015,38,25.0353441238403,-77.4116706848145
Tropical dry forests / Woodlands,1068.0,0.599,Venezuelan Dry Forest,04,8.0,817,772.0,0.015,17,12.5205860137939,-69.9664993286133
Mixed island systems,1248.0,0.654,Sumatra,13,4.0,421,951.0,0.015,21,2.14073896408081,97.2231750488281
Mixed island systems,935.0,0.64,Hawaiian,13,5.0,503,659.0,0.015,03,21.8955106735229,-160.152336120605
Sub-tropical / Temperate rain forests / Woodlands,1825.0,0.537,Valdivian Forest,02,8.0,810,1473.0,0.015,10,-44.7861270904541,-74.4204597473145
Mixed island systems,1222.0,0.47,Borneo,13,4.0,425,934.0,0.015,25,4.0569429397583,117.676502227783
Sub-tropical / Temperate rain forests / Woodlands,623.0,0.789,Sitkan,02,1.0,101,436.0,0.015,01,52.2311840057373,-128.037063598633
Sub-tropical / Temperate rain forests / Woodlands,1982.0,0.639,Neozealandia,02,7.0,701,1664.0,0.015,01,-54.6152839660645,158.894706726074
Sub-tropical / Temperate rain forests / Woodlands,1987.0,0.72,Chilean Nothofagus,02,8.0,811,1613.0,0.015,11,-54.8663082122803,-70.5718383789062
Tundra communities,16.0,0.845,Arctic Desert,09,2.0,225,230.0,0.015,25,81.5814056396484,58.4903049468994
Temperate needle-leaf forests / Woodlands,380.0,0.576,West Eurasian Taiga,03,2.0,203,217.0,0.015,03,63.1852245330811,8.05578541755676
Mixed island systems,1044.0,0.737,Philippines,13,4.0,426,984.0,0.015,26,14.1152548789978,122.05150604248
Sub-tropical / Temperate rain forests / Woodlands,624.0,0.496,Sitkan,02,1.0,101,438.0,0.015,01,52.0970306396484,-128.21891784668
Mixed island systems,1525.0,0.744,Lesser Sunda Islands,13,4.0,423,1312.0,0.015,23,-8.52125406265259,123.032447814941
Tundra communities,2008.0,0.533,Insulantarctica,09,7.0,704,1640.0,0.015,04,-58.4941234588623,-26.4802436828613
Tropical dry forests / Woodlands,884.0,0.582,Sinaloan,04,8.0,813,678.0,0.016,13,24.9860420227051,-110.615142822266
Tundra communities,100.0,0.861,Arctic Desert and Icecap,09,1.0,117,117.0,0.016,17,78.1912803649902,-20.5658483505249
Tundra communities,82.0,0.932,Arctic Desert,09,2.0,225,161.0,0.016,25,79.3659629821777,19.8509159088135
Mixed island systems,1471.0,0.485,Lesser Sunda Islands,13,4.0,423,1276.0,0.016,23,-7.14275050163269,128.614295959473
Tropical humid forests,1084.0,0.659,Indochinese Rainforest,01,4.0,405,892.0,0.016,05,11.9993414878845,98.5346145629883
Tundra communities,77.0,0.882,Arctic Desert,09,2.0,225,307.0,0.016,25,79.6283531188965,100.099155426025
